requirement_id,csv_table_row,一级功能,二级功能,delivery_stage,default_label,alternative_label,status,shared_kernel,scope_note
MOLBIO-005,129,11. 分子生物学模拟与规则设计,引物匹配,0.2-0.4-ADVANCED,native,reimplementation,complete,,match_primer以native字符串规则返回正反链位置、方向、mismatch及3-prime严格区，当前不允许indel
MOLBIO-006,130,11. 分子生物学模拟与规则设计,引物性质,CONDITIONAL,native,adapter,complete,thermodynamics,primer_properties统一返回native GC/Tm并可显式计算主/配对primer结构；严格校验adapter序列/条件/选项绑定并记录版本、许可和provenance且不自动探测/执行
MOLBIO-007,131,11. 分子生物学模拟与规则设计,引物设计接口,CONDITIONAL,adapter,native,complete,,prepare_primer_design生成严格后端中立请求；Primer3CLIDesignAdapter.design只执行用户提供的primer3_core路径并以Boulder-IO白名单/上限解析候选；反查模板坐标/左右序列/产物长度并记录许可/provenance
MOLBIO-008,132,11. 分子生物学模拟与规则设计,Assembly模拟,0.2-0.4-ADVANCED,reimplementation,native,complete,,simulate_assembly内部复现有界组装抽象，覆盖Gibson/LCR exact-overlap及pre-digested Golden Gate/BioBrick，不模拟动力学/产率
MOLBIO-009,133,11. 分子生物学模拟与规则设计,CRISPR候选扫描,0.2-0.4-ADVANCED,reimplementation,native,complete,guide_scan,scan_crispr_candidates复用PAM规则并可有界枚举ungapped sequence off-target，不预测效率、bulge或生物风险
MOLBIO-010,134,11. 分子生物学模拟与规则设计,规则型序列优化,0.2-0.4-ADVANCED,native,reimplementation,complete,,optimize_sequence_rules以native固定seed贪心规则降低GC/motif/repeat透明目标并保留每步变化
MOLBIO-011,135,11. 分子生物学模拟与规则设计,Codon optimization,0.2-0.4-ADVANCED,native,reimplementation,complete,,optimize_codons/optimize_protein_codons以native动态规划使用调用方提供且版本化的codon usage表做同义替换并核对翻译
MOLBIO-012,136,11. 分子生物学模拟与规则设计,突变文库,0.2-0.4-ADVANCED,native,reimplementation,complete,mutation,generate_mutation_library以native枚举/抽样支持single、saturation和combinatorial substitutions，含seed与输出规模上限
EVAL-001,137,12. 常用评价指标,validity,0.2-0.4-ADVANCED,native,,complete,validation,evaluate_validity审计字符、alphabet、长度、Gap与拓扑约束并返回逐序列条目
EVAL-002,138,12. 常用评价指标,Ambiguity,0.2-0.4-ADVANCED,native,,complete,ambiguity,evaluate_ambiguity报告每种IUPAC符号、位置、加权比例及显式Gap分母策略
EVAL-003,139,12. 常用评价指标,Sequence quality,0.2-0.4-ADVANCED,native,,complete,quality,evaluate_quality透明组合validity、ambiguity、complexity、length和completeness并保留全部分项
EVAL-004,140,12. 常用评价指标,Complexity,0.2-0.4-ADVANCED,native,,complete,complexity,evaluate_complexity组合entropy、linguistic complexity、repeat cleanliness和homopolymer cleanliness
EVAL-005,141,12. 常用评价指标,Uniqueness,0.2-0.4-ADVANCED,native,,complete,dedup_groups,evaluate_uniqueness支持exact、reverse-complement、circular、IUPAC和approximate定义并报告unique fraction
EVAL-006,142,12. 常用评价指标,Diversity,0.2-0.4-ADVANCED,native,,complete,,evaluate_diversity报告平均/最近邻距离、阈值cluster数量和coverage摘要
EVAL-007,143,12. 常用评价指标,Redundancy,0.2-0.4-ADVANCED,native,,complete,dedup_groups,evaluate_redundancy报告exact、threshold-near及cluster层冗余，复用明确相似度配置
EVAL-008,144,12. 常用评价指标,Novelty,0.2-0.4-ADVANCED,native,adapter,complete,reference_search,evaluate_novelty定义为相对于版本化ReferenceLibrary的1-nearest-similarity，不提供绝对novelty
EVAL-009,145,12. 常用评价指标,最近参考序列,0.2-0.4-ADVANCED,native,adapter,complete,reference_search,nearest_reference返回稳定Top-k reference ID、index、similarity、coverage和exact标记
EVAL-010,146,12. 常用评价指标,Memorization,0.2-0.4-ADVANCED,native,adapter,complete,reference_search,evaluate_memorization按exact或显式copy_threshold标记训练参考复制，不使用任务型模型
EVAL-011,147,12. 常用评价指标,Reference similarity,0.2-0.4-ADVANCED,native,adapter,complete,reference_search,evaluate_reference_similarity汇总每条query的最近参考相似度与命中率
EVAL-012,148,12. 常用评价指标,Distribution similarity,0.2-0.4-ADVANCED,native,,complete,,evaluate_distribution_similarity比较长度、GC、k-mer、motif和repeat的透明分布摘要
EVAL-013,149,12. 常用评价指标,合成风险,0.2-0.4-ADVANCED,native,,complete,,evaluate_synthesis_risk返回global/local GC、homopolymer、tandem/inverted-repeat规则及位置，明确非实验成功率
EVAL-014,150,12. 常用评价指标,综合评分,0.2-0.4-ADVANCED,native,,complete,,evaluate_scorecard保留每项raw/normalized值、方向、权重、缺失策略和weighted contribution
EVAL-015,151,12. 常用评价指标,参考库追踪,0.2-0.4-ADVANCED,native,adapter,complete,provenance,ReferenceLibrary强制保存名称、版本、来源、日期、内容digest、filters和index_parameters
VIZ-001,152,13. 可视化,序列文字图,0.1-MVP,native,adapter,complete,,plot_sequence生成确定性独立SVG并覆盖空序列和IUPAC
VIZ-002,153,13. 可视化,位置高亮,0.1-MVP,native,adapter,complete,,Highlight支持0-based半开symbol坐标、优先级、标签和颜色
VIZ-003,154,13. 可视化,样式控制,0.1-MVP,native,adapter,complete,,SVGTheme及各图配置支持颜色、字号、正方形尺寸、无障碍标题和显示上限且不绘制装饰性图内标题；SequencePlotConfig以column_spacing和line_spacing独立控制文字列间距与序列行间距
VIZ-004,155,13. 可视化,Gap显示,0.1-MVP,native,adapter,complete,,已知和未知Gap以不展开的标签显示并保留可解析坐标状态
VIZ-005,156,13. 可视化,线性序列图,0.2-0.4-ADVANCED,native,adapter,complete,,plot_linear_map绘制resolved linear coordinate轴与feature interval track，并记录未解析feature数量
VIZ-006,157,13. 可视化,环状DNA图,0.2-0.4-ADVANCED,native,adapter,complete,,plot_circular_map绘制环状backbone、feature arc、全圈feature和bp长度
VIZ-008,158,13. 可视化,Alignment图,0.2-0.4-ADVANCED,native,adapter,complete,,plot_alignment消费预计算AlignmentResult并分块显示query、match line和target
VIZ-009,159,13. 可视化,相似度矩阵,0.1-MVP,native,adapter,complete,,plot_similarity_matrix消费有界SimilarityMatrixResult并保留方向性和标签顺序
VIZ-014,160,13. 可视化,图片导出,0.1-MVP,native,adapter,complete,,save_image支持image_type选择PNG、SVG或JPG且无扩展名时默认PNG；绘图产物与光栅输出保持正方形；原有TIFF/PDF兼容并保留原子写出、600 dpi、像素上限、SHA-256和覆盖策略
VIZ-015,161,13. 可视化,交互报告,0.2-0.4-ADVANCED,native,adapter,complete,,build_html_report将调用方显式提供的记录和结果生成自包含、可搜索、可展开且HTML-escaped的本地报告，CSP禁止网络并有输入、结果和输出字节上限
VIZ-016,162,13. 可视化,数据导出,0.1-MVP,native,adapter,complete,table_io,export_table/export_result原子导出四格式且read_table提供对称有界读取；PyArrow 25.0.1的DNAKit Parquet往返已测试
ENG-001,163,14. 后端、性能与可复现性,统一后端接口,0.1-MVP,native,,partial,,BackendRegistry、BackendInfo和统一异常已实现；Primer3、NUPACK与显式Dashing具科学计算adapter，BLAST/MMseqs2/sourmash仍只有被动metadata/version句柄；尚未形成覆盖全部候选外部后端的统一执行层
ENG-002,164,14. 后端、性能与可复现性,原生与外部标记,0.1-MVP,native,,complete,,ImplementationInfo/Provenance区分native、adapter、reimplementation、novel和外部后端
ENG-003,165,14. 后端、性能与可复现性,Python API,0.1-MVP,native,,complete,,当前已实现功能均提供类型化Python API；领域模块使用显式命名空间
ENG-004,166,14. 后端、性能与可复现性,CLI,0.1-MVP,native,,complete,,统一CLI已覆盖normalize、validate、describe、fingerprint、search、orfs、compare、convert、deduplicate、split、report和workflow；兼容独立入口也有测试
ENG-005,167,14. 后端、性能与可复现性,配置工作流,0.1-MVP,native,,complete,,严格YAML/JSON白名单pipeline可顺序运行多个模块、限制输出目录并保存artifact/manifest；不加载任意Python callable
ENG-006,168,14. 后端、性能与可复现性,批量计算,0.1-MVP,native,,complete,,run_batch支持有界大量DNARecord、稳定顺序、错误策略、进度回调、线程模式和resume_completed_ids
ENG-007,169,14. 后端、性能与可复现性,并行计算,0.2-0.4-ADVANCED,native,,complete,,BatchConfig的thread模式支持有界workers/max_in_flight并验证串并行结果顺序与派生seed一致；未提供process模式
ENG-008,170,14. 后端、性能与可复现性,分块与流式处理,0.1-MVP,native,,complete,,RecordSource和convert流式处理；搜索、匹配数、编辑距离DP单元、矩阵、相似度划分和编码输出均有显式资源上限
ENG-009,171,14. 后端、性能与可复现性,缓存,0.2-0.4-ADVANCED,native,,complete,,CacheKey自动纳入key schema和DNAKit版本；输入/参数及所用算法/后端版本须由调用方显式放入components，JSONCache原子保存、校验payload、限制max_entry_bytes并可按key/namespace失效；无TTL或自动淘汰
ENG-010,172,14. 后端、性能与可复现性,随机种子,0.1-MVP,native,,complete,,随机突变记录seed或rng来源、算法版本及前后状态；划分结果记录seed、shuffle和分配策略并有重放测试
ENG-011,173,14. 后端、性能与可复现性,版本追踪,0.1-MVP,native,,complete,provenance,Provenance、BackendInfo、ReferenceLibrary和RunManifest记录DNAKit/Python/platform、依赖/后端/数据库、参数、seed及artifact hash
ENG-012,174,14. 后端、性能与可复现性,错误与警告,0.1-MVP,native,,complete,,已实现稳定错误码、异常层次、Issue和CLI非零退出测试
ENG-013,175,14. 后端、性能与可复现性,单元测试,0.1-MVP,native,,complete,,当前实现具有pytest正常/边界/错误测试，并纳入本地质量门
ENG-014,176,14. 后端、性能与可复现性,一致性验证,0.2-0.4-ADVANCED,native,,partial,,人工边界与Biopython restriction/MW/alignment/search/linkage差分通过；Primer3/NUPACK/Dashing固定协议/解析/安全契约以受控替身验证但未做真实科学差分；CD-HIT/MMseqs2等大库后端未对照
ENG-015,177,14. 后端、性能与可复现性,性能benchmark,0.2-0.4-ADVANCED,native,adapter,complete,,本机有界microbenchmark按同输入/规模/预热/重复比较DNAKit与Biopython的construct、GC及reverse-complement，并记录7项DNAKit任务的时间、tracemalloc峰值、规模扩展、seed、版本、硬件、样本及所选公开callable源码行口径；不声称跨机器或RSS结论，源码行数不是质量指标
ENG-016,178,14. 后端、性能与可复现性,文档与教程,0.1-MVP,native,,complete,,README、安装、快速入门、各主要模块API示例、两个可执行Notebook、完整workflow、FAQ、引用许可和本地文档站均已同步
ENG-017,179,14. 后端、性能与可复现性,可选图形入口,0.2-0.4-ADVANCED,native,,blocked,,用户要求网站演示不可输入，因此仅提供固定输入预生成只读页面；widget、可输入Web或Galaxy入口与当前范围冲突
DATA-025,180,10. 去重、聚类与数据划分,物种排除,0.1-MVP,native,,complete,metadata_filter,exclude_species/exclude_by_metadata按显式metadata["species"]精确排除一个或多个值；所有记录缺少species字段时抛出结构化错误且不修改输入DNASet
DATA-026,181,10. 去重、聚类与数据划分,染色体排除,0.1-MVP,native,,complete,metadata_filter,exclude_chromosomes/exclude_by_metadata按显式metadata["chromosome"]精确排除一个或多个值；所有记录缺少chromosome字段时抛出结构化错误且不修改输入DNASet
DATA-027,182,10. 去重、聚类与数据划分,神经网络聚类,0.2-0.4-ADVANCED,adapter,,conditional,model_representations,extract_representations支持11种可选DNA基础模型并在显式调用时解析或下载checkpoint；neural_cluster_sequences执行L2归一化、可选PCA及固定seed的k-means并返回中心最近代表序列和审计字段；当前仅GROVER完成真实checkpoint的rep到k-means smoke，其余模型受独立依赖、源码、访问条款和硬件条件限制
EVAL-016,183,12. 常用评价指标,Fréchet DNA distance,0.2-0.4-ADVANCED,reimplementation,adapter,conditional,model_representations,evaluate_frechet_distance默认复用DATA-027的LucaOne mean-pooling表征与L2归一化，以等价样本空间cross-Gram核范数计算两集合高斯Fréchet距离；不称为ChemNet FCD，不同模型或checkpoint不可比较，真实LucaOne运行受显式远程代码授权、依赖和硬件条件限制
EVAL-017,184,12. 常用评价指标,Frag,0.2-0.4-ADVANCED,reimplementation,adapter,complete,kmer_statistics,evaluate_fragment_similarity按MOSES Frag公式计算两个集合exact k-mer出现次数向量的余弦相似度；以fixed-length DNA k-mer代替BRICS片段，默认canonical 3-mer，数值不可与分子Frag直接比较
EVAL-018,185,12. 常用评价指标,SNN,0.2-0.4-ADVANCED,reimplementation,adapter,complete,hashed_kmer_fingerprint,evaluate_snn按MOSES SNN公式计算每条生成DNA到参考集合最近邻的binary Tanimoto相似度均值；默认canonical 7-mer和1024位SHA-256哈希指纹，数值不可与Morgan-fingerprint SNN直接比较
VIZ-007,186,13. 可视化,自定义字符表示,0.1-MVP,native,,complete,,SequencePlotConfig.symbol_map将大写DNA或IUPAC符号映射为单个可见字符；未映射符号保持原样，坐标、高亮、互补关系和碱基颜色继续使用原始符号
